batter,phase,runs,balls,strike_rate,sr_bayes,impact_score,last_year
RN ten Doeschate,death,212,140,151.42857142857142,154.68740689226306,21656.23696491683,2015
RP Singh,death,50,70,71.42857142857143,134.41615588267214,9409.13091178705,2012
RR Pant,death,1024,513,199.6101364522417,187.88175326116968,96383.33942298005,2026
RR Powar,death,67,60,111.66666666666667,146.35404434865927,8781.242660919557,2011
RR Rossouw,death,82,39,210.25641025641028,165.89863807225692,6470.04688481802,2024
RS Bopara,death,179,104,172.1153846153846,162.2751883241074,16876.61958570717,2015
RV Gomez,death,50,44,113.63636363636364,149.03883392848584,6557.708692853377,2013
RV Patel,death,52,42,123.80952380952381,151.14042746374733,6347.897953477388,2023
RV Uthappa,death,565,323,174.92260061919504,168.18587125271839,54324.03641462804,2022
Ramandeep Singh,death,172,89,193.25842696629215,168.3812722144652,14985.933227087404,2026
Rashid Khan,death,512,311,164.63022508038586,161.70016068954175,50288.749974447484,2026
Rasikh Salam,death,29,25,115.99999999999999,152.36491504049147,3809.1228760122867,2024
Ravi Bishnoi,death,36,51,70.58823529411765,139.1068345890574,7094.448564041927,2026
S Anirudha,death,76,51,149.01960784313727,155.3669971906834,7923.716856724854,2014
S Aravind,death,49,45,108.88888888888889,148.0011721204505,6660.052745420272,2017
S Arora,death,48,32,150.0,156.03648153704017,4993.167409185286,2026
S Badrinath,death,419,275,152.36363636363637,154.2984708700173,42432.07948925476,2013
S Dhawan,death,662,418,158.37320574162678,157.94499397864294,66021.00748307275,2024
S Dube,death,696,420,165.71428571428572,162.95980700635468,68443.11894266897,2026
S Gopal,death,135,104,129.80769230769232,147.55946926056228,15346.184803098477,2022
S Kaul,death,20,36,55.55555555555556,141.21333899960226,5083.680203985681,2021
S Nadeem,death,30,66,45.45454545454545,128.81333834830698,8501.680330988262,2021
S Rana,death,64,48,133.33333333333331,152.34683666217333,7312.648159784319,2014
S Sreesanth,death,34,55,61.81818181818181,136.08112523563247,7484.461887959786,2013
SA Yadav,death,813,454,179.07488986784142,172.45035640817892,78292.46180931323,2026
SB Bangar,death,32,23,139.1304347826087,155.1389050867345,3568.1948169948932,2008
